,id,trip_id,schedule_relationship,latitude,longitude,bearing,speed,timestamp,vehicle.id,source,route_id,direction_id,route_short_name,route_type
107,796458980,,,58.41779327392578,15.622806549072266,324.0,3.0999999046325684,1647928810,9031005920505752,otraf-vehiclepositions-2022-03-22T07-00-11Z.pb,-1,-1,-1,-1
108,796458914,55700000063338064,0.0,58.417057037353516,15.624250411987305,322.0,0.0,1647928809,9031005920505664,otraf-vehiclepositions-2022-03-22T07-00-11Z.pb,9011005020300000,1,3,700
109,796458833,55700000063262810,0.0,58.41699981689453,15.623616218566895,310.0,5.300000190734863,1647928809,9031005920505733,otraf-vehiclepositions-2022-03-22T07-00-11Z.pb,9011005022100000,1,21,700
110,796458822,55700000064969976,0.0,58.416168212890625,15.622576713562012,169.0,8.899999618530273,1647928809,9031005920505680,otraf-vehiclepositions-2022-03-22T07-00-11Z.pb,9011005020400000,1,4,700
111,796458809,55700000063302008,0.0,58.417457580566406,15.623204231262207,323.0,0.0,1647928809,9031005920505688,otraf-vehiclepositions-2022-03-22T07-00-11Z.pb,9011005021100000,1,11,700
112,796459408,,,58.41746139526367,15.622953414916992,0.0,0.0,1647928812,9031005918308827,otraf-vehiclepositions-2022-03-22T07-00-12Z.pb,-1,-1,-1,-1
113,796459128,55700000063278840,0.0,58.41769790649414,15.622907638549805,320.0,0.0,1647928810,9031005920505737,otraf-vehiclepositions-2022-03-22T07-00-12Z.pb,9011005021500000,1,15,700
114,796459137,55700000064973587,0.0,58.4168586730957,15.624652862548828,306.0,0.0,1647928810,9031005920505682,otraf-vehiclepositions-2022-03-22T07-00-12Z.pb,9011005020200000,1,2,700
115,796459221,55700000065109941,0.0,58.417362213134766,15.623644828796387,319.0,0.0,1647928810,9031005920505673,otraf-vehiclepositions-2022-03-22T07-00-12Z.pb,9011005020100000,0,1,700
116,796459345,,,58.417816162109375,15.622776985168457,324.0,3.0999999046325684,1647928811,9031005920505752,otraf-vehiclepositions-2022-03-22T07-00-12Z.pb,-1,-1,-1,-1
117,796459293,55700000063338064,0.0,58.417057037353516,15.624249458312988,322.0,0.0,1647928810,9031005920505664,otraf-vehiclepositions-2022-03-22T07-00-12Z.pb,9011005020300000,1,3,700
118,796459201,55700000063262810,0.0,58.41703414916992,15.623547554016113,311.0,5.599999904632568,1647928810,9031005920505733,otraf-vehiclepositions-2022-03-22T07-00-12Z.pb,9011005022100000,1,21,700
119,796459194,55700000064969976,0.0,58.41609191894531,15.622611045837402,169.0,8.899999618530273,1647928810,9031005920505680,otraf-vehiclepositions-2022-03-22T07-00-12Z.pb,9011005020400000,1,4,700
120,796459183,55700000063302008,0.0,58.417457580566406,15.623204231262207,323.0,0.0,1647928810,9031005920505688,otraf-vehiclepositions-2022-03-22T07-00-12Z.pb,9011005021100000,1,11,700
121,796459783,,,58.41746139526367,15.622953414916992,0.0,0.0,1647928813,9031005918308827,otraf-vehiclepositions-2022-03-22T07-00-13Z.pb,-1,-1,-1,-1
122,796459861,55700000063278840,0.0,58.417701721191406,15.622904777526855,320.0,0.6000000238418579,1647928812,9031005920505737,otraf-vehiclepositions-2022-03-22T07-00-13Z.pb,9011005021500000,1,15,700
123,796459865,55700000064973587,0.0,58.4168586730957,15.624652862548828,306.0,0.0,1647928812,9031005920505682,otraf-vehiclepositions-2022-03-22T07-00-13Z.pb,9011005020200000,1,2,700
124,796459587,55700000065109941,0.0,58.417362213134766,15.623644828796387,319.0,0.0,1647928811,9031005920505673,otraf-vehiclepositions-2022-03-22T07-00-13Z.pb,9011005020100000,0,1,700
125,796459711,,,58.41783905029297,15.6227445602417,321.0,3.0999999046325684,1647928812,9031005920505752,otraf-vehiclepositions-2022-03-22T07-00-13Z.pb,-1,-1,-1,-1
126,796459657,55700000063338064,0.0,58.417057037353516,15.624249458312988,322.0,0.0,1647928811,9031005920505664,otraf-vehiclepositions-2022-03-22T07-00-13Z.pb,9011005020300000,1,3,700
127,796459565,55700000063262810,0.0,58.41706848144531,15.623482704162598,309.0,5.599999904632568,1647928811,9031005920505733,otraf-vehiclepositions-2022-03-22T07-00-13Z.pb,9011005022100000,1,21,700
128,796459561,55700000064969976,0.0,58.416015625,15.62264347076416,166.0,9.199999809265137,1647928811,9031005920505680,otraf-vehiclepositions-2022-03-22T07-00-13Z.pb,9011005020400000,1,4,700
129,796459552,55700000063302008,0.0,58.417457580566406,15.623204231262207,323.0,0.0,1647928811,9031005920505688,otraf-vehiclepositions-2022-03-22T07-00-13Z.pb,9011005021100000,1,11,700
130,796459783,,,58.41746139526367,15.622953414916992,0.0,0.0,1647928813,9031005918308827,otraf-vehiclepositions-2022-03-22T07-00-14Z.pb,-1,-1,-1,-1
131,796459861,55700000063278840,0.0,58.417701721191406,15.622904777526855,320.0,0.6000000238418579,1647928812,9031005920505737,otraf-vehiclepositions-2022-03-22T07-00-14Z.pb,9011005021500000,1,15,700
132,796459865,55700000064973587,0.0,58.4168586730957,15.624652862548828,306.0,0.0,1647928812,9031005920505682,otraf-vehiclepositions-2022-03-22T07-00-14Z.pb,9011005020200000,1,2,700
133,796459587,55700000065109941,0.0,58.417362213134766,15.623644828796387,319.0,0.0,1647928811,9031005920505673,otraf-vehiclepositions-2022-03-22T07-00-14Z.pb,9011005020100000,0,1,700
134,796459711,,,58.41783905029297,15.6227445602417,321.0,3.0999999046325684,1647928812,9031005920505752,otraf-vehiclepositions-2022-03-22T07-00-14Z.pb,-1,-1,-1,-1
135,796459657,55700000063338064,0.0,58.417057037353516,15.624249458312988,322.0,0.0,1647928811,9031005920505664,otraf-vehiclepositions-2022-03-22T07-00-14Z.pb,9011005020300000,1,3,700
136,796459565,55700000063262810,0.0,58.41706848144531,15.623482704162598,309.0,5.599999904632568,1647928811,9031005920505733,otraf-vehiclepositions-2022-03-22T07-00-14Z.pb,9011005022100000,1,21,700
137,796459561,55700000064969976,0.0,58.416015625,15.62264347076416,166.0,9.199999809265137,1647928811,9031005920505680,otraf-vehiclepositions-2022-03-22T07-00-14Z.pb,9011005020400000,1,4,700
138,796459552,55700000063302008,0.0,58.417457580566406,15.623204231262207,323.0,0.0,1647928811,9031005920505688,otraf-vehiclepositions-2022-03-22T07-00-14Z.pb,9011005021100000,1,11,700
139,796460145,,,58.41746139526367,15.622950553894043,0.0,0.0,1647928814,9031005918308827,otraf-vehiclepositions-2022-03-22T07-00-15Z.pb,-1,-1,-1,-1
140,796460233,55700000063278840,0.0,58.41770553588867,15.622886657714844,294.0,1.399999976158142,1647928813,9031005920505737,otraf-vehiclepositions-2022-03-22T07-00-15Z.pb,9011005021500000,1,15,700
141,796460231,55700000064973587,0.0,58.4168586730957,15.624652862548828,306.0,0.0,1647928813,9031005920505682,otraf-vehiclepositions-2022-03-22T07-00-15Z.pb,9011005020200000,1,2,700
142,796459950,55700000065109941,0.0,58.417362213134766,15.62364387512207,319.0,0.30000001192092896,1647928812,9031005920505673,otraf-vehiclepositions-2022-03-22T07-00-15Z.pb,9011005020100000,0,1,700
